name,Số phòng ngủ,Pháp lý,Hướng ban công,Hướng nhà,Address,Nội thất,Mặt tiền,Diện tích,Đường vào,Số toilet,Mức giá,Số tầng
"Sập hầm giá tốt cần bán nhà đường Nguyễn Văn Linh, trung tâm thành phố, trục đường sầm uất",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0607819,108.2168365&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,33 m,,Thỏa thuận,
"Bán gấp nhà 3 tầng full nội thất đường Lê Anh Xuân, Hòa Cường Nam, Hải Châu, Đà Nẵng",3 phòng,,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0311248,108.2269677&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,110 m²,5.5 m,3 phòng,7.5 tỷ,3 tầng
"Chỉ 4,9 tỷ đồng mua ngay lô đất sạch đẹp đường 9,5m trục Bắc Nam KĐT FPT 137m2 vỉa hè 8 mét",,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7.5 m,137 m²,9.5 m,,4.9 tỷ,
"Chính chủ cắt lỗ lô đất FPT đường 33m cách trường đại học 50m đối diện công viên, giá chỉ 3 tỷ",,Sổ đỏ/ Sổ hồng,,Nam,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6.14 m,112 m²,33 m,,3 tỷ,
"Mặt tiền để kinh doanh 2 lô góc ngay đường lộ Ngô Quyền, Sơn Trà, Đà Nẵng",,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0955088,108.2449502&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,210.4 m²,48 m,,68 triệu/m²,
"Chính chủ cần tiền bán nhanh lô biệt thự FPT 216m2, giá cực tốt chỉ 4,9 tỷ. Liên hệ 0794 548 ***",,Sổ đỏ/ Sổ hồng.,,Bắc,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,9 m,216 m²,7.5 m,,4.9 tỷ,
"Bán nhanh lô đất FPT khu V5 trục thông giá rẻ nhất thị trường chỉ 2,55 tỷ, sập hầm 800 triệu",,Sổ đỏ/ Sổ hồng.,,Bắc,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,90 m²,7.5 m,,2.55 tỷ,
Chính chủ bán lô góc 2 MT diện tích 143m2 dự án Lakeside giá 2.x tỷ bao rẻ nhất thị trường.,,,,,"https://www.google.com/maps/embed/v1/place?q=16.093572616577148,108.12629699707031&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,143.5 m²,,,2.95 tỷ,
Cần bán: Lô đất đường Dương Bá Cung (gần dự án CMC),,Sổ đỏ/ Sổ hồng,,Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9790911,108.2134982&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,5 m,,2.2 tỷ,
Nhà bán - nhà nguyên căn 2 tầng đường Nguyễn Công Trứ,2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0684605,108.2305746&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5.1 m,108.7 m²,10.5 m,2 phòng,11.5 tỷ,2 tầng
"Bán nhà mặt đường Nguyễn Văn Thoại, Ngũ Hành Sơn, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0549632,108.241842&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Không nội thất,,100 m²,,,28 tỷ,6 tầng
Nhà 3 tầng MT đường Lê Duẩn dòng tiền 20tr/tháng,,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0710546,108.2180012&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,24 m²,,,8 tỷ,
Bán nhà 4 tầng mặt tiền đường Trần Phú Quận Hải Châu thành phố Đà Nẵng,6 phòng,,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.063836,108.2234422&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.3 m,104 m²,10.5 m,7 phòng,22.5 tỷ,4 tầng
"Duy nhất 1 lô đất FPT trục thông cách trường đại học 100m giá chỉ 2,4 tỷ rẻ nhất tại KĐT FPT",,Sổ đỏ/ Sổ hồng,,Nam,"https://www.google.com/maps/embed/v1/place?q=15.9681435026006,108.263363838196&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,96 m²,7.5 m,,2.4 tỷ,
"Bán nhanh lô đất Nguyễn Tất Thành, giá đầu tư tốt nhất thời điểm hiện tại. Chính chủ cần bán",,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0738656,108.1852365&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,,,Thỏa thuận,
"Bán gấp nhà MT đường (15m) Phan Đăng Lưu, Hải Châu gần đường 2 Tháng 9. Giá 8.9 tỷ",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0370084,108.2199404&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,51.6 m²,,,8.9 tỷ,
"Đất biệt thự Đông Hải 6 122,5m2=7*17,5 sát Trường Sa",,,,Nam,"https://www.google.com/maps/embed/v1/place?q=15.9904091,108.2693795&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,122.5 m²,5.5 m,,2.75 tỷ,
"Bán nhà đẹp 3 tầng ngang 11m Phan Văn Trị, P. Khuê Trung, Cẩm Lệ, DT 198m2, giá 11 tỷ",4 phòng,Sổ đỏ/ Sổ hồng.,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0172422,108.2083812&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,11 m,198 m²,7.5 m,3 phòng,11 tỷ,3 tầng
"Bán nhà trọ cao cấp đường K20, Nam Việt Á, Ngũ Hành Sơn, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.029903411865234,108.24016571044922&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,171 m²,7.5 m,,9 tỷ,5 tầng
"Bán lô đất đẹp đường Hà Đông 3, Thanh Khê, Đà Nẵng, DT 97m2, LH: 0899 959 ***",,Sổ đỏ chính chủ.,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0703733426676,108.18457386998&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,97 m²,5.5 m,,5.5 tỷ,
"Bán biệt thự Đà Nẵng, mặt tiền view sông, chỉ bằng 1/4 giá Sunneva đảo Kim Cương - sát FPT",4 phòng,Sổ đỏ/ Sổ hồng,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=15.991830825805664,108.26130676269531&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,300 m²,,4 phòng,21 tỷ,3 tầng
"Cc bán nhà c4 trung tâm Q.Cẩm Lệ, MT Phạm Tứ, sát Ông Ích Đường, khu Kd sầm uất, Dt 90m2. 7 Tỷ",,,,,"https://www.google.com/maps/embed/v1/place?q=16.026959304082,108.211597940217&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,90 m²,,,7 tỷ,
"Bán 2 lô đất liền kề gần biển Mỹ Khê đường Mỹ Khê 8, Sơn Trà, Đà Nẵng. Giá: 9.8 tỷ. 0905 358 ***",,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0639056,108.2466932&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,121 m²,5.5 m,,9.8 tỷ,
Bán nhà 3 tầng siêu đẹp mặt tiền đường Lê Ấm,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0147426,108.2279718&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,7 tỷ,
"Bán đất 2 mặt tiền đường Hoàng Văn Thụ, Hải Châu, Đà Nẵng giá đầu tư",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0628848,108.2206714&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,8.2 m,290 m²,7.5 m,,160 triệu/m²,
Bán căn HAGL 2PN full NT có sẵn suất ô tô ở tầng 2 giá chỉ 1 tỷ 970 triệu,2 phòng,Sổ đỏ/ Sổ hồng,Bắc,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0623664855957,108.210441589355&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Nội thất đầy đủ,,94 m²,,2 phòng,1.97 tỷ,
Nhà 5 tầng mặt tiền đường Thanh Long có thang máy,4 phòng,"Đã có sổ hồng, pháp lý rõ ràng",Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0847145,108.2110626&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,4.6 m,70 m²,5.5 m,6 phòng,7.7 tỷ,5 tầng
Biệt thự biển Đà Nẵng sở hữu lâu dài hơn 400m2 đất có sân vườn ngay trục Võ Nguyên Giáp,,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.991830825805664,108.26130676269531&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,400 m²,,,Thỏa thuận,
Cần bán gấp 05 lô Golden Hills giá tốt 2 tỷ - sổ đỏ trao tay,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.106407165527344,108.10873413085937&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,125 m²,7.5 m,,2 tỷ,
Chuyển nhượng khách sạn đường Hồ Nghinh,22 phòng,Pháp lý đầy đủ.,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.07304,108.2429872&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Khách sạn đang kinh doanh, dòng tiền tốt.",,101 m²,15 m,24 phòng,26 tỷ,7 tầng
"Bán nhà phố đường 7m5 Lê Chân, Nại Hiên Đông, Sơn Trà, Đà Nẵng. LH: 0913 443 ***",2 phòng,Sổ đỏ/ Sổ hồng.,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0874425890494,108.235346308073&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7.5 m,90 m²,7.5 m,2 phòng,6 tỷ,2 tầng
"Mua để ở, mua để nghỉ dưỡng, mua để chơi golf, mua để cho thuê 60tr/th - chọn ngay BT 2 tầng 427m2",3 phòng,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.991830825805664,108.26130676269531&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,427 m²,,3 phòng,Thỏa thuận,2 tầng
Lô đất biệt thự biển đường Võ Nghĩa - đẳng cấp nhất Đà Nẵng - Ngay Biển - Giá tốt nhất thị trường,,Đã có sổ,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0736685,108.2442982&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,12 m,300 m²,25 m,,110 triệu/m²,
"Bán villa hồ bơi Nam Việt Á, Khuê Mỹ, Ngũ Hành Sơn. LH 0905 259 *** Mr Chương",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0274185380024,108.247121079192&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,339 m²,,,28.5 tỷ,
"Duy nhất suất ngoại giao FPT Plaza 2 căn góc 2PN chỉ 1,5 tỷ: 0966 398 ***",,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,68 m²,,,1.5 tỷ,
Bán cặp đất 180m2 đường Đỗ Bá thích hợp để xây khách sạn. Cách biển 100m Lh: 0935 433 ***,,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0515136,108.2454557&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,180 m²,,,Thỏa thuận,
"Bán cặp đất 180m2 đường Đỗ Bá thích hợp để xây khách sạn. Cách biển 100m, LH: 0935 433 ***",,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0515136,108.2454557&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,180 m²,,,Thỏa thuận,
"Bán biệt thự mặt tiền Võ Nghĩa cạnh tòa nhà Nalod giá siêu hấp dẫn, LH 0935 433 ***",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0736685,108.2442982&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,550 m²,,,Thỏa thuận,
"Nhà 3.5 tầng MT đường 15m Đống Đa, Hải Châu gần chợ Đống Đa",,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0798616,108.218156&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,48 m²,15 m,,11.5 tỷ,3 tầng
Chính chủ bán villa mini 4 tầng full nội thất mặt tiền Mai Lão Bạng ngang 7.8m gần chợ Đống Đa,,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0827965075227,108.216768524854&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,92.5 m²,,,7.3 tỷ,4 tầng
"Bán nhà 3 tầng mặt tiền đường Bế Văn Đàn, Thanh Khê, Đà Nẵng",3 phòng,,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0649861,108.1985332&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,75 m²,5.5 m,3 phòng,6.5 tỷ,3 tầng
Đặt lịch xem nhà mẫu căn hộ The Filmore ngay tại dự án trên con đường Bạch Đằng Sông Hàn Đà Nẵng,1 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.05558967590332,108.22355651855469&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,48 m²,,1 phòng,110 triệu/m²,
"Bán nhà phố mặt tiền đường An Cư 4, Sơn Trà, Đà Nẵng gần biển Phạm Văn Đồng giá cực kì rẻ 5tỷ có TL",2 phòng,,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0722674,108.2407638&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,67.5 m²,,,5.5 tỷ,
Chính chủ gửi bán lô đất đường Diên Hồng (Đại Lộ Trung Lương),,Sổ đỏ/ Sổ hồng.,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0019983,108.2199588&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,33 m,,4.75 tỷ,
"Siêu đẹp, hàng hiếm đất Hòa Xuân đối diện công viên, 3.8 tỷ, kiếm đâu ra",,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.9834253,108.211368&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,3.8 tỷ,
Trung tâm Sơn Trà - siêu toà nhà căn hộ cho thuê - 8 tầng thang máy - doanh thu 350tr/tháng,,,,,"https://www.google.com/maps/embed/v1/place?q=16.0769075,108.2419611&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,2000 m²,,,42 tỷ,
"CC bán đất xây Khách sạn, góc 2 MT đường Ngô Thì Sỹ, cách biển 500m, DT 107m2, giá 14,5 tỷ",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0476914,108.2453256&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5.5 m,107 m²,7.5 m,,14.5 tỷ,
"CC bán đất tặng nhà 2 mê góc 2 mặt tiền đường An Thượng 16, DT 50m2, cách biển 500m, giá 5,x tỷ",,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0476897,108.2466488&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,50 m²,4 m,,Thỏa thuận,
"CC bán đất đường An Thượng 33, cách biển 200m, xây cao tầng. DT 81m2, giá 10,5 tỷ",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0505522,108.2459177&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.5 m,81 m²,5.5 m,,10.5 tỷ,
"CC bán nhà xây căn hộ khách sạn góc 2 Mt đường An Thượng, cách biển 500m, DT 50m2, giá 5,x tỷ",,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0479708,108.2423389&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,50 m²,4 m,,Thỏa thuận,
"Bán nhà 3 tầng kiệt 3m Phạm Văn Nghị, nhà sát đường chính",4 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0581268,108.2097079&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,4.5 m,60.2 m²,3 m,3 phòng,3.35 tỷ,3 tầng
"CC bán đất xây căn hộ mặt tiền đường An Thượng 42, Đỗ Bá, DT 70m2, ngang 5m. Giá bán 7,8 tỷ",,Sổ đỏ/ Sổ hồng.,,Nam,,,5 m,70 m²,5.5 m,,7.8 tỷ,
Bán biệt thự biển Mỹ Khê góc 2 mặt tiền sân vườn đẹp thoáng mát phù hợp nghỉ dưỡng khu Võ Văn Kiệt,3 phòng,Sổ đỏ/ Sổ hồng.,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0629966,108.2419189&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,252.5 m²,,4 phòng,27.5 tỷ,
"CC bán đất đường An Thượng 17, sát Đỗ Bá, DT 60m2, hướng Đông, cách biển 500m. Giá 6 tỷ",,Sổ đỏ/ Sổ hồng.,,Đông,,,4 m,60 m²,5.5 m,,6 tỷ,
"CC bán lô đất siêu đẹp, góc 2 MT đường Mai Thúc Lân, sát Nguyễn Văn Thoại, DT 140m2, giá 17,5 tỷ",,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0483166055924,108.238144783255&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,140 m²,10.5 m,,17.5 tỷ,
Bán nhà kiệt 129 Lê Độ (gần mặt tiền đường Lê Độ),3 phòng,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0668974066398,108.201804734393&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,57 m²,,2 phòng,3.2 tỷ,3 tầng
"Bán nhà 3 tầng MT Dương Đình Nghệ, trong phố du lịch hàn, gần biển, Q. Sơn Trà, giá 11 tỷ 5",,,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0689254,108.237559&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,99.5 m²,7.5 m,,11.5 tỷ,3 tầng
"Bán nhà 2 tầng MT Bùi Huy Bích, chủ thiện chí bán, Q. Sơn Trà, DT 72m2 giá chỉ 3 tỷ 55",3 phòng,Sổ đỏ/ Sổ hồng.,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0924615,108.2307461&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4 m,72 m²,5.5 m,2 phòng,3.55 tỷ,2 tầng
"Bán nhà 2 tầng đẹp MT Hóa Sơn 2, gần bờ sông Hàn, Q. Hải Châu, giá rẻ nhất thị trường 3 tỷ 4",3 phòng,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0311224,108.227314&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,56 m²,3.75 m,2 phòng,3.4 tỷ,2 tầng
"Nhà 4 tầng mặt tiền Nguyễn Khang, Thanh Khê",4 phòng,Sổ đỏ chính chủ,Tây,Tây,"https://www.google.com/maps/embed/v1/place?q=16.056969,108.1858125&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Nội thất cao cấp,5 m,85 m²,5.5 m,5 phòng,7.2 tỷ,4 tầng
"Bán nhà 2 tầng kiên cố đường 5m5 Trần Thanh Mại, gần biển Phạm Văn Đồng, Q. Sơn Trà, giá 6 tỷ",2 phòng,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0749843,108.2406466&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,75 m²,5.5 m,2 phòng,6 tỷ,2 tầng
"Bán nhà cấp 4 Ngọc Hồi, gần biển Nguyễn Tất Thành, Q. Liên Chiểu, giá 3,479 tỷ",,,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.074148,108.1683546&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,75 m²,,,3.479 tỷ,
"Cập nhật Hàng Nam Hòa Xuân, Ngũ Hành Sơn, Đà Nẵng, Giá Tốt Nhất dự án. Lh 0963 642 ***",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.009442690036,108.243120193481&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,2.45 tỷ,
"Bán nhà 2 tầng mới, full nội thất, kiệt 4m Chế Lan Viên, P Mỹ An, Q Ngũ Hành Sơn, giá chỉ 4,5 tỷ",2 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0422937,108.2460174&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,60 m²,4 m,3 phòng,4.5 tỷ,2 tầng
"Bán nhà mặt tiền đường 5m5 Hòa Mỹ 2, P Hòa Minh, Q Liêu Chiểu DT 68.8m2, giá 2 tỷ 55",1 phòng,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0586964,108.1640106&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,68.8 m²,5.5 m,1 phòng,Thỏa thuận,1 tầng
"Bán nhà cấp 4 MT Bàu Năng 10, P. Hòa Minh, Liên Chiểu, DT 85m2, giá chỉ 3,5 tỷ",1 phòng,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.067857,108.172544&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,85 m²,5.5 m,1 phòng,3.5 tỷ,1 tầng
"Bán căn hộ Hiyori Garden Tower, căn góc Đông Nam tầng 24, 2 phòng ngủ, view biển & view Sông Hàn",2 phòng,Sổ hồng lâu dài,,,"https://www.google.com/maps/embed/v1/place?q=16.0619106292725,108.237907409668&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Full nội thất cao cấp 5 sao.,,68 m²,,2 phòng,4.6 tỷ,
Bán biệt thự Lê Mạnh Trinh cách biển Phạm Văn Đồng Đà Nẵng 200m,16 phòng,,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0751828,108.2435654&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Full nội thất.,11.7 m,292 m²,25 m,17 phòng,39.5 tỷ,5 tầng
"Nhà mặt phố đường Lý Thường Kiệt, Quận Hải Châu, Đà Nẵng",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0800351,108.2204507&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.5 m,88 m²,,,16 tỷ,3 tầng
"Bán đất đẹp MT đường Trần Hưng Đạo, An Hải Tây, Sơn Trà, Đà Nẵng",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0597982,108.2304737&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,16 tỷ,
"Bán đất đường Hoàng Dư Khương, Khuê Trung, Cẩm Lệ, Đà Nẵng, hướng Đông Nam DT 100m2 giá đầu tư",,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0266529,108.21202&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,Thỏa thuận,
"Bán đất gần biển An Thượng 6, Mỹ An, Ngũ Hành Sơn, Đà Nẵng. Giá: 8,7 tỷ. 0905 358 ***",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0484305,108.245085&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,67.5 m²,5.5 m,,8.7 tỷ,
"Bán đất mặt tiền Bùi Thiện Ngộ, Hoà Xuân - ngay cầu Nguyễn Tri Phương rẽ trái - Giá tốt",,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0086082,108.2204317&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,3.8 tỷ,
Hàng hiếm nhà 3 tầng mặt tiền Tôn Đức Thắng vị trí cực đẹp,3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0694027,108.1512418&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,120 m²,33 m,2 phòng,65 triệu/m²,3 tầng
"Bán đất đường An Thượng 29, Mỹ An, Ngũ Hành Sơn, Đà Nẵng. Giá: 8,7 tỷ. 0905 358 ***",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0514836,108.2439446&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,82.2 m²,5.5 m,,8.7 tỷ,
"Bán nhà MT Trần Cao Vân 3 tầng khu vực sầm uất nhất Thanh Khê, Đà Nẵng",4 phòng,Sổ đỏ/ Sổ hồng,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0703146,108.1850829&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,4.5 m,70 m²,10.5 m,3 phòng,7.8 tỷ,3 tầng
Nhà 5 tầng sau lưng nhà ngay mặt tiền Hùng Vương,4 phòng,Sổ đỏ chính chủ,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.066927,108.2123868&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ nội thất,,43 m²,2.5 m,4 phòng,4.1 tỷ,5 tầng
